G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
Y                              51         0.8841677466      0.0000000000      0.5000000000      0.0000000000
M                              95         1.6639292982      0.3333300000      0.3333300000      0.0000000000
G                             128         2.2533685669      0.0000000000      0.0000000000      0.0000000000
